price_id,offer_id,price_state,effective_month,level_type,break_qty,break_unit,case_price,unit_price,source_file,source_page,extraction_confidence,verified,notes,created_at
121,38,current,2026-08-01,BREAK,2.0,CS,36.0,1.5,Empire August Book.pdf,82,REVIEW,0,"Shopify variant is titled 187ML but current cost is $5.32, which does not match an individual 187ML bottle. Likely a multi-pack packaging mismatch; do not use this price-book unit cost until store packaging is confirmed. Current-cost validation: Manual review; closest published cost $1.67; current-minus-closest $3.65.",2026-08-07 19:21:02
122,38,current,2026-08-01,BREAK,3.0,CS,32.0,1.3333333,Empire August Book.pdf,82,REVIEW,0,"Shopify variant is titled 187ML but current cost is $5.32, which does not match an individual 187ML bottle. Likely a multi-pack packaging mismatch; do not use this price-book unit cost until store packaging is confirmed. Current-cost validation: Manual review; closest published cost $1.67; current-minus-closest $3.65.",2026-08-07 19:21:02
123,39,current,2026-08-01,BASE,1.0,BASE,72.0,6.0,Empire August Book.pdf,82,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $5.33; current-minus-closest $0.00.,2026-08-07 19:21:02
124,39,current,2026-08-01,BREAK,5.0,CS,64.0,5.33,Empire August Book.pdf,82,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $5.33; current-minus-closest $0.00.,2026-08-07 19:21:02
125,39,current,2026-08-01,BREAK,10.0,CS,56.0,4.67,Empire August Book.pdf,82,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $5.33; current-minus-closest $0.00.,2026-08-07 19:21:02
126,40,current,2026-08-01,BASE,1.0,BASE,60.0,20.0,Empire August Book.pdf,77,VERIFIED,1,Shopify cost is $16.64 vs price-book normalized $16.67 at 5CS; 3¢ variance flagged. Current-cost validation: Close ≤5¢; closest published cost $16.67; current-minus-closest $-0.03.,2026-08-07 19:21:02
127,40,current,2026-08-01,BREAK,2.0,CS,54.0,18.0,Empire August Book.pdf,77,VERIFIED,1,Shopify cost is $16.64 vs price-book normalized $16.67 at 5CS; 3¢ variance flagged. Current-cost validation: Close ≤5¢; closest published cost $16.67; current-minus-closest $-0.03.,2026-08-07 19:21:02
128,40,current,2026-08-01,BREAK,5.0,CS,50.0,16.6666667,Empire August Book.pdf,77,VERIFIED,1,Shopify cost is $16.64 vs price-book normalized $16.67 at 5CS; 3¢ variance flagged. Current-cost validation: Close ≤5¢; closest published cost $16.67; current-minus-closest $-0.03.,2026-08-07 19:21:02
129,41,current,2026-08-01,BASE,1.0,BASE,168.0,14.0,Southern Glazers Price Book.pdf,101,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.33; current-minus-closest $0.00.,2026-08-07 19:21:02
130,41,current,2026-08-01,BREAK,12.0,BT,,11.33,Southern Glazers Price Book.pdf,101,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.33; current-minus-closest $0.00.,2026-08-07 19:21:02
131,41,current,2026-08-01,BREAK,60.0,BT,,10.0,Southern Glazers Price Book.pdf,101,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $11.33; current-minus-closest $0.00.,2026-08-07 19:21:02
132,42,current,2026-08-01,BASE,1.0,BASE,66.0,22.0,Empire August Book.pdf,85,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.,2026-08-07 19:21:02
133,42,current,2026-08-01,BREAK,2.0,CS,51.0,17.0,Empire August Book.pdf,85,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.,2026-08-07 19:21:02
134,42,current,2026-08-01,BREAK,7.0,CS,46.0,15.33,Empire August Book.pdf,85,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.,2026-08-07 19:21:02
135,43,current,2026-08-01,BASE,1.0,BASE,40.0,3.33,Empire August Book.pdf,85,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.33; current-minus-closest $0.00.,2026-08-07 19:21:02
136,44,current,2026-08-01,BASE,1.0,BASE,179.88,14.99,Empire August Book.pdf,120,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $14.99; current-minus-closest $0.00.,2026-08-07 19:21:02
137,44,current,2026-08-01,BREAK,5.0,CS,153.0,12.75,Empire August Book.pdf,120,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $14.99; current-minus-closest $0.00.,2026-08-07 19:21:02
138,45,current,2026-08-01,BASE,1.0,BASE,112.0,9.33,Empire August Book.pdf,112,HIGH,1,"Shopify SKU differs from current price-book code, but brand/size/current $7.69 cost align exactly to this 3CS level. Current-cost validation: Exact / 1¢; closest published cost $7.69; current-minus-closest $0.00.",2026-08-07 19:21:02
139,45,current,2026-08-01,BREAK,3.0,CS,92.32,7.69,Empire August Book.pdf,112,HIGH,1,"Shopify SKU differs from current price-book code, but brand/size/current $7.69 cost align exactly to this 3CS level. Current-cost validation: Exact / 1¢; closest published cost $7.69; current-minus-closest $0.00.",2026-08-07 19:21:02
140,46,current,2026-08-01,BASE,1.0,BASE,106.11,17.69,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.69; current-minus-closest $0.00.,2026-08-07 19:21:02
141,46,current,2026-08-01,BREAK,5.0,CS,101.49,16.92,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.69; current-minus-closest $0.00.,2026-08-07 19:21:02
142,46,current,2026-08-01,BREAK,10.0,CS,96.88,16.15,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.69; current-minus-closest $0.00.,2026-08-07 19:21:02
143,46,current,2026-08-01,BREAK,15.0,CS,92.28,15.38,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.69; current-minus-closest $0.00.,2026-08-07 19:21:02
144,46,current,2026-08-01,BREAK,30.0,CS,83.04,13.84,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.69; current-minus-closest $0.00.,2026-08-07 19:21:02
145,46,current,2026-08-01,BREAK,50.0,CS,78.42,13.07,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.69; current-minus-closest $0.00.,2026-08-07 19:21:02
146,47,current,2026-08-01,BASE,1.0,BASE,144.0,12.0,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.40; current-minus-closest $0.00.,2026-08-07 19:21:02
147,47,current,2026-08-01,BREAK,12.0,BT,,10.4,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.40; current-minus-closest $0.00.,2026-08-07 19:21:02
148,48,current,2026-08-01,BASE,1.0,BASE,134.4,5.6,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $4.99; current-minus-closest $0.00.,2026-08-07 19:21:02
149,48,current,2026-08-01,BREAK,3.0,CS,119.83,4.99,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $4.99; current-minus-closest $0.00.,2026-08-07 19:21:02
150,48,current,2026-08-01,BREAK,5.0,CS,106.56,4.44,Southern Glazers Price Book.pdf,303,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $4.99; current-minus-closest $0.00.,2026-08-07 19:21:02
151,49,current,2026-08-01,BASE,1.0,BASE,80.4,0.67,Southern Glazers Price Book.pdf,303,VERIFIED,1,Shopify current cost is $0.68 vs price-book base $0.67; 1¢ variance flagged. User instructed us to treat 50ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $0.67; current-minus-closest $0.01.,2026-08-07 19:21:02
152,49,current,2026-08-01,BREAK,3.0,CS,70.8,0.59,Southern Glazers Price Book.pdf,303,VERIFIED,1,Shopify current cost is $0.68 vs price-book base $0.67; 1¢ variance flagged. User instructed us to treat 50ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $0.67; current-minus-closest $0.01.,2026-08-07 19:21:02
153,50,current,2026-08-01,BASE,1.0,BASE,139.2,23.2,Southern Glazers Price Book.pdf,194,REVIEW,0,"Shopify variant is labeled 1.5L, but current price book standard large format is 1.75L. Shopify current $22.40 cost exactly matches the 1.75L 3CS tier. Verify bottle size label before ordering. Current-cost validation: Manual review; closest published cost $22.40; current-minus-closest $0.00.",2026-08-07 19:21:02
154,50,current,2026-08-01,BREAK,3.0,CS,134.4,22.4,Southern Glazers Price Book.pdf,194,REVIEW,0,"Shopify variant is labeled 1.5L, but current price book standard large format is 1.75L. Shopify current $22.40 cost exactly matches the 1.75L 3CS tier. Verify bottle size label before ordering. Current-cost validation: Manual review; closest published cost $22.40; current-minus-closest $0.00.",2026-08-07 19:21:02
155,50,current,2026-08-01,BREAK,10.0,CS,129.6,21.6,Southern Glazers Price Book.pdf,194,REVIEW,0,"Shopify variant is labeled 1.5L, but current price book standard large format is 1.75L. Shopify current $22.40 cost exactly matches the 1.75L 3CS tier. Verify bottle size label before ordering. Current-cost validation: Manual review; closest published cost $22.40; current-minus-closest $0.00.",2026-08-07 19:21:02
156,50,current,2026-08-01,BREAK,35.0,CS,124.8,20.8,Southern Glazers Price Book.pdf,194,REVIEW,0,"Shopify variant is labeled 1.5L, but current price book standard large format is 1.75L. Shopify current $22.40 cost exactly matches the 1.75L 3CS tier. Verify bottle size label before ordering. Current-cost validation: Manual review; closest published cost $22.40; current-minus-closest $0.00.",2026-08-07 19:21:02
157,50,current,2026-08-01,BREAK,50.0,CS,110.4,18.4,Southern Glazers Price Book.pdf,194,REVIEW,0,"Shopify variant is labeled 1.5L, but current price book standard large format is 1.75L. Shopify current $22.40 cost exactly matches the 1.75L 3CS tier. Verify bottle size label before ordering. Current-cost validation: Manual review; closest published cost $22.40; current-minus-closest $0.00.",2026-08-07 19:21:02
158,51,current,2026-08-01,BASE,1.0,BASE,172.8,14.4,Southern Glazers Price Book.pdf,194,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $14.40; current-minus-closest $0.00.,2026-08-07 19:21:02
159,51,current,2026-08-01,BREAK,5.0,CS,163.2,13.6,Southern Glazers Price Book.pdf,194,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $14.40; current-minus-closest $0.00.,2026-08-07 19:21:02
160,51,current,2026-08-01,BREAK,10.0,CS,153.6,12.8,Southern Glazers Price Book.pdf,194,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $14.40; current-minus-closest $0.00.,2026-08-07 19:21:02
161,52,current,2026-08-01,BASE,1.0,BASE,144.0,12.0,Southern Glazers Price Book.pdf,194,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $9.60; current-minus-closest $0.00.,2026-08-07 19:21:02
162,52,current,2026-08-01,BREAK,2.0,CS,124.8,10.4,Southern Glazers Price Book.pdf,194,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $9.60; current-minus-closest $0.00.,2026-08-07 19:21:02
163,52,current,2026-08-01,BREAK,5.0,CS,115.2,9.6,Southern Glazers Price Book.pdf,194,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $9.60; current-minus-closest $0.00.,2026-08-07 19:21:02
164,53,current,2026-08-01,BASE,1.0,BASE,128.0,21.33,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.33; current-minus-closest $0.00.,2026-08-07 19:21:02
165,53,current,2026-08-01,BREAK,3.0,CS,112.0,18.67,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.33; current-minus-closest $0.00.,2026-08-07 19:21:02
166,53,current,2026-08-01,BREAK,5.0,CS,104.0,17.33,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.33; current-minus-closest $0.00.,2026-08-07 19:21:02
167,53,current,2026-08-01,BREAK,15.0,CS,86.0,14.33,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $17.33; current-minus-closest $0.00.,2026-08-07 19:21:02
168,54,current,2026-08-01,BASE,1.0,BASE,104.0,26.0,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $20.00; current-minus-closest $0.00.,2026-08-07 19:21:02
169,54,current,2026-08-01,BREAK,3.0,CS,80.0,20.0,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $20.00; current-minus-closest $0.00.,2026-08-07 19:21:02
170,55,current,2026-08-01,BASE,1.0,BASE,136.0,11.33,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.00; current-minus-closest $0.00.,2026-08-07 19:21:02
171,55,current,2026-08-01,BREAK,3.0,CS,128.0,10.67,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.00; current-minus-closest $0.00.,2026-08-07 19:21:02
172,55,current,2026-08-01,BREAK,5.0,CS,120.0,10.0,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.00; current-minus-closest $0.00.,2026-08-07 19:21:02
173,55,current,2026-08-01,BREAK,15.0,CS,96.0,8.0,Empire August Book.pdf,122,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.00; current-minus-closest $0.00.,2026-08-07 19:21:02
174,56,current,2026-08-01,BASE,1.0,BASE,92.0,15.33,Empire August Book.pdf,84,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $15.33; current-minus-closest $0.00.,2026-08-07 19:21:02
175,57,current,2026-08-01,BASE,1.0,BASE,40.0,3.33,Empire August Book.pdf,84,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.33; current-minus-closest $0.00.,2026-08-07 19:21:02
176,58,current,2026-08-01,BASE,1.0,BASE,184.0,15.33,Southern Glazers Price Book.pdf,97,HIGH,1,Generic Shopify title maps to J. Lohr Seven Oaks: 750ML and current $14.00 cost match the 3CS tier. Current-cost validation: Exact / 1¢; closest published cost $14.00; current-minus-closest $0.00.,2026-08-07 19:21:02
177,58,current,2026-08-01,BREAK,3.0,CS,168.0,14.0,Southern Glazers Price Book.pdf,97,HIGH,1,Generic Shopify title maps to J. Lohr Seven Oaks: 750ML and current $14.00 cost match the 3CS tier. Current-cost validation: Exact / 1¢; closest published cost $14.00; current-minus-closest $0.00.,2026-08-07 19:21:02
178,58,current,2026-08-01,BREAK,5.0,CS,160.0,13.33,Southern Glazers Price Book.pdf,97,HIGH,1,Generic Shopify title maps to J. Lohr Seven Oaks: 750ML and current $14.00 cost match the 3CS tier. Current-cost validation: Exact / 1¢; closest published cost $14.00; current-minus-closest $0.00.,2026-08-07 19:21:02
179,58,current,2026-08-01,BREAK,10.0,CS,152.0,12.67,Southern Glazers Price Book.pdf,97,HIGH,1,Generic Shopify title maps to J. Lohr Seven Oaks: 750ML and current $14.00 cost match the 3CS tier. Current-cost validation: Exact / 1¢; closest published cost $14.00; current-minus-closest $0.00.,2026-08-07 19:21:02
180,59,current,2026-08-01,BASE,1.0,BASE,161.94,26.99,Southern Glazers Price Book.pdf,190,VERIFIED,1,Shopify current cost $20.65 is not an exact August price-book tier; it falls between the 25CS and 50CS published costs. Current-cost validation: No exact current-tier match; closest published cost $19.99; current-minus-closest $0.66.,2026-08-07 19:21:02
181,59,current,2026-08-01,BREAK,3.0,CS,159.96,26.66,Southern Glazers Price Book.pdf,190,VERIFIED,1,Shopify current cost $20.65 is not an exact August price-book tier; it falls between the 25CS and 50CS published costs. Current-cost validation: No exact current-tier match; closest published cost $19.99; current-minus-closest $0.66.,2026-08-07 19:21:02
182,59,current,2026-08-01,BREAK,5.0,CS,152.46,25.41,Southern Glazers Price Book.pdf,190,VERIFIED,1,Shopify current cost $20.65 is not an exact August price-book tier; it falls between the 25CS and 50CS published costs. Current-cost validation: No exact current-tier match; closest published cost $19.99; current-minus-closest $0.66.,2026-08-07 19:21:02
183,59,current,2026-08-01,BREAK,10.0,CS,144.96,24.16,Southern Glazers Price Book.pdf,190,VERIFIED,1,Shopify current cost $20.65 is not an exact August price-book tier; it falls between the 25CS and 50CS published costs. Current-cost validation: No exact current-tier match; closest published cost $19.99; current-minus-closest $0.66.,2026-08-07 19:21:02
184,59,current,2026-08-01,BREAK,25.0,CS,129.96,21.66,Southern Glazers Price Book.pdf,190,VERIFIED,1,Shopify current cost $20.65 is not an exact August price-book tier; it falls between the 25CS and 50CS published costs. Current-cost validation: No exact current-tier match; closest published cost $19.99; current-minus-closest $0.66.,2026-08-07 19:21:02
185,59,current,2026-08-01,BREAK,50.0,CS,119.94,19.99,Southern Glazers Price Book.pdf,190,VERIFIED,1,Shopify current cost $20.65 is not an exact August price-book tier; it falls between the 25CS and 50CS published costs. Current-cost validation: No exact current-tier match; closest published cost $19.99; current-minus-closest $0.66.,2026-08-07 19:21:02
186,59,current,2026-08-01,BREAK,75.0,CS,104.94,17.49,Southern Glazers Price Book.pdf,190,VERIFIED,1,Shopify current cost $20.65 is not an exact August price-book tier; it falls between the 25CS and 50CS published costs. Current-cost validation: No exact current-tier match; closest published cost $19.99; current-minus-closest $0.66.,2026-08-07 19:21:02
187,60,current,2026-08-01,BASE,1.0,BASE,47.96,2.0,Southern Glazers Price Book.pdf,190,VERIFIED,1,User instructed us to treat 100ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $2.00; current-minus-closest $0.00.,2026-08-07 19:21:02
188,61,current,2026-08-01,BASE,1.0,BASE,97.6,4.07,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.78; current-minus-closest $0.00.,2026-08-07 19:21:02
189,61,current,2026-08-01,BREAK,3.0,CS,90.64,3.78,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.78; current-minus-closest $0.00.,2026-08-07 19:21:02
190,61,current,2026-08-01,BREAK,5.0,CS,87.04,3.63,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.78; current-minus-closest $0.00.,2026-08-07 19:21:02
191,61,current,2026-08-01,BREAK,10.0,CS,81.76,3.41,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.78; current-minus-closest $0.00.,2026-08-07 19:21:02
192,62,current,2026-08-01,BASE,1.0,BASE,166.08,6.92,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $6.45; current-minus-closest $0.00.,2026-08-07 19:21:02
193,62,current,2026-08-01,BREAK,3.0,CS,154.8,6.45,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $6.45; current-minus-closest $0.00.,2026-08-07 19:21:02
194,62,current,2026-08-01,BREAK,5.0,CS,147.6,6.15,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $6.45; current-minus-closest $0.00.,2026-08-07 19:21:02
195,62,current,2026-08-01,BREAK,10.0,CS,129.12,5.38,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $6.45; current-minus-closest $0.00.,2026-08-07 19:21:02
196,63,current,2026-08-01,BASE,1.0,BASE,118.8,0.99,Southern Glazers Price Book.pdf,190,VERIFIED,1,User instructed us to treat 50ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $0.99; current-minus-closest $0.00.,2026-08-07 19:21:02
197,64,current,2026-08-01,BASE,1.0,BASE,190.1,15.84,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $13.15; current-minus-closest $0.00.,2026-08-07 19:21:02
198,64,current,2026-08-01,BREAK,3.0,CS,157.82,13.15,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $13.15; current-minus-closest $0.00.,2026-08-07 19:21:02
199,64,current,2026-08-01,BREAK,5.0,CS,148.58,12.38,Southern Glazers Price Book.pdf,190,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $13.15; current-minus-closest $0.00.,2026-08-07 19:21:02
200,65,current,2026-08-01,BASE,1.0,BASE,184.21,30.7,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $20.80; current-minus-closest $0.00.,2026-08-07 19:21:02
201,65,current,2026-08-01,BREAK,18.0,BT,,20.8,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $20.80; current-minus-closest $0.00.,2026-08-07 19:21:02
202,65,current,2026-08-01,BREAK,42.0,BT,,20.0,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $20.80; current-minus-closest $0.00.,2026-08-07 19:21:02
203,65,current,2026-08-01,BREAK,90.0,BT,,18.4,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $20.80; current-minus-closest $0.00.,2026-08-07 19:21:02
204,65,current,2026-08-01,BREAK,210.0,BT,,17.6,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $20.80; current-minus-closest $0.00.,2026-08-07 19:21:02
205,66,current,2026-08-01,BASE,1.0,BASE,230.4,19.2,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $12.80; current-minus-closest $0.00.,2026-08-07 19:21:02
206,66,current,2026-08-01,BREAK,2.0,BT,,16.0,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $12.80; current-minus-closest $0.00.,2026-08-07 19:21:02
207,66,current,2026-08-01,BREAK,12.0,BT,,13.6,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $12.80; current-minus-closest $0.00.,2026-08-07 19:21:02
208,66,current,2026-08-01,BREAK,36.0,BT,,12.8,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $12.80; current-minus-closest $0.00.,2026-08-07 19:21:02
209,67,current,2026-08-01,BASE,1.0,BASE,124.8,5.2,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.70; current-minus-closest $0.00.,2026-08-07 19:21:02
210,67,current,2026-08-01,BREAK,12.0,BT,,4.05,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.70; current-minus-closest $0.00.,2026-08-07 19:21:02
211,67,current,2026-08-01,BREAK,24.0,BT,,3.7,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $3.70; current-minus-closest $0.00.,2026-08-07 19:21:02
212,68,current,2026-08-01,BASE,1.0,BASE,105.0,8.75,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $5.90; current-minus-closest $0.00.,2026-08-07 19:21:02
213,68,current,2026-08-01,BREAK,12.0,BT,,5.9,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $5.90; current-minus-closest $0.00.,2026-08-07 19:21:02
214,69,current,2026-08-01,BASE,1.0,BASE,158.0,1.32,Southern Glazers Price Book.pdf,297,VERIFIED,1,Price book threshold notation is preserved as BT; user instructed us to treat 50ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $1.00; current-minus-closest $0.00.,2026-08-07 19:21:02
215,69,current,2026-08-01,BREAK,2.0,BT,,1.17,Southern Glazers Price Book.pdf,297,VERIFIED,1,Price book threshold notation is preserved as BT; user instructed us to treat 50ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $1.00; current-minus-closest $0.00.,2026-08-07 19:21:02
216,69,current,2026-08-01,BREAK,12.0,BT,,1.0,Southern Glazers Price Book.pdf,297,VERIFIED,1,Price book threshold notation is preserved as BT; user instructed us to treat 50ML as assortable. Current-cost validation: Exact / 1¢; closest published cost $1.00; current-minus-closest $0.00.,2026-08-07 19:21:02
217,70,current,2026-08-01,BASE,1.0,BASE,196.8,16.4,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.40; current-minus-closest $0.00.,2026-08-07 19:21:02
218,70,current,2026-08-01,BREAK,24.0,BT,,11.2,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.40; current-minus-closest $0.00.,2026-08-07 19:21:02
219,70,current,2026-08-01,BREAK,36.0,BT,,10.4,Southern Glazers Price Book.pdf,297,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $10.40; current-minus-closest $0.00.,2026-08-07 19:21:02
220,71,current,2026-08-01,BASE,1.0,BASE,152.0,12.67,Empire August Book.pdf,85,VERIFIED,1,Current Shopify cost $10.66 is 1¢ below book's $10.67 2CS tier; treated as minor invoice/rounding variance. Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
221,71,current,2026-08-01,BREAK,2.0,CS,128.0,10.67,Empire August Book.pdf,85,VERIFIED,1,Current Shopify cost $10.66 is 1¢ below book's $10.67 2CS tier; treated as minor invoice/rounding variance. Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
222,71,current,2026-08-01,BREAK,3.0,CS,120.0,10.0,Empire August Book.pdf,85,VERIFIED,1,Current Shopify cost $10.66 is 1¢ below book's $10.67 2CS tier; treated as minor invoice/rounding variance. Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
223,71,current,2026-08-01,BREAK,5.0,CS,112.0,9.33,Empire August Book.pdf,85,VERIFIED,1,Current Shopify cost $10.66 is 1¢ below book's $10.67 2CS tier; treated as minor invoice/rounding variance. Current-cost validation: Exact / 1¢; closest published cost $10.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
224,72,current,2026-08-01,BASE,1.0,BASE,112.0,9.33,Empire August Book.pdf,84,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $8.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
225,72,current,2026-08-01,BREAK,2.0,CS,104.0,8.67,Empire August Book.pdf,84,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $8.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
226,72,current,2026-08-01,BREAK,5.0,CS,96.0,8.0,Empire August Book.pdf,84,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $8.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
227,72,current,2026-08-01,BREAK,15.0,CS,88.0,7.33,Empire August Book.pdf,84,VERIFIED,1,Current-cost validation: Exact / 1¢; closest published cost $8.67; current-minus-closest $-0.01.,2026-08-07 19:21:02
228,73,current,2026-08-01,BASE,1.0,BASE,54.0,18.0,Empire August Book.pdf,79,HIGH,1,"Shopify title does not identify Gin vs Vodka variety. Both current price-book variety packs have the same case and break schedule, so economics are identical. Current-cost validation: Close ≤5¢; closest published cost $15.07; current-minus-closest $-0.03.",2026-08-07 19:21:02
229,73,current,2026-08-01,BREAK,3.0,CS,45.2,15.066666666666668,Empire August Book.pdf,79,HIGH,1,"Shopify title does not identify Gin vs Vodka variety. Both current price-book variety packs have the same case and break schedule, so economics are identical. Current-cost validation: Close ≤5¢; closest published cost $15.07; current-minus-closest $-0.03.",2026-08-07 19:21:02
