variant_id,shopify_gid,product_id,product_gid,product_title,variant_title,handle,status,sku,barcode,variant_created_at,retail_price,current_cost,inventory_quantity,inventory_tracked,shopify_vendor,product_type,active,source_snapshot,last_synced_at
41157215027275,,7263004328011,,Yellow Tail Cabernet Sauvignon,750ML,yellow-tail-cabernet-sauvignon,ACTIVE,,031259009452,2024-11-25 03:59:12,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157215092811,,7263004360779,,Yellow Tail Merlot,750ML,yellow-tail-merlot,ACTIVE,,031259009223,2024-11-25 03:59:13,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157215223883,,7263004426315,,Yellow Tail Pinot Grigio,750ML,yellow-tail-pinot-grigio,ACTIVE,,031259009711,2024-11-25 03:59:15,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157215289419,,7263004459083,,Yellow Tail Pinot Noir,1.5L,yellow-tail-pinot-noir,ACTIVE,,031259032658,2024-11-25 03:59:16,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157215420491,,7263004524619,,Yellow Tail Sauvignon Blanc,1.5L,yellow-tail-sauvignon-blanc,ACTIVE,,031259032665,2024-11-25 03:59:20,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157215584331,,7263004590155,,Yellow Tail Shiraz,1.5L,yellow-tail-shiraz,ACTIVE,,031259008950,2024-11-25 03:59:21,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157215649867,gid://shopify/ProductVariant/41157215649867,7263004622923,,Yellow Tail Super Crisp Chardonnay,1.5L,yellow-tail-super-crisp-chardonnay,ACTIVE,,031259032641,2024-11-25 03:59:22,12.99,10.67,,,Southern Glazers,White Wine,1,variant_audit_2026-07-22,2026-08-07_top50_refresh
41157273223243,,7263011242059,,Alamos Malbec,750ML,alamos-malbec,ACTIVE,2364842,085000018194,2024-11-25 05:46:43,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273256011,,7263011274827,,Alamos Malbec Seleccion,750ML,alamos-malbec-seleccion,ACTIVE,9007638,085000018200,2024-11-25 05:46:44,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273288779,,7263011307595,,Allegrini Palazzo della Torre Veronese IGT,750ML,allegrini-palazzo-della-torre-veronese-igt,ACTIVE,9101815,812643020006,2024-11-25 05:46:45,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273321547,,7263011340363,,Amaro Montenegro,750ML,amaro-montenegro,ACTIVE,9166583,898193001597,2024-11-25 05:46:46,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273354315,,7263011373131,,Andre California Brut,750ML,andre-california-brut,ACTIVE,1235647,085000007433,2024-11-25 05:46:47,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273387083,,7263011405899,,Andre California Extra Dry,750ML,andre-california-extra-dry,ACTIVE,1235043,085000007488,2024-11-25 05:46:48,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273419851,,7263011438667,,Andre Spumante,750ML,andre-spumante,ACTIVE,1236140,085000008287,2024-11-25 05:46:49,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273452619,,7263011471435,,Apothic Cabernet Sauvignon California,750ML,apothic-cabernet-sauvignon-california,ACTIVE,3004870,085000030967,2024-11-25 05:46:50,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273485387,,7263011504203,,Apothic California Chardonnay,750ML,apothic-california-chardonnay,ACTIVE,3013297,085000035405,2024-11-25 05:46:51,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273518155,,7263011536971,,Apothic Crush Smooth Red Blend California,750ML,apothic-crush-smooth-red-blend-california,ACTIVE,9185713,085000023488,2024-11-25 05:46:51,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273550923,,7263011569739,,Apothic Dark,750ML,apothic-dark,ACTIVE,9167975,085000022863,2024-11-25 05:46:52,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273583691,,7263011602507,,Apothic Merlot,750ML,apothic-merlot,ACTIVE,3006856,085000032145,2024-11-25 05:46:53,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273616459,,7263011635275,,Apothic Red,750ML,apothic-red,ACTIVE,9093648,085000017746,2024-11-25 05:46:54,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273649227,,7263011668043,,Apothic White,750ML,apothic-white,ACTIVE,9145264,085000019733,2024-11-25 05:46:55,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273747531,,7263011733579,,Arbor Mist Exotic Fruit White Zinfandel,1.5L,arbor-mist-exotic-fruit-white-zinfandel,ACTIVE,9044350,082100179060,2024-11-25 05:46:57,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273780299,,7263011766347,,Arbor Mist Mango Strawberry Moscato,750ML,arbor-mist-mango-strawberry-moscato,ACTIVE,3004076,082100738564,2024-11-25 05:46:58,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273845835,,7263011799115,,Arbor Mist Peach Moscato,1.5L,arbor-mist-peach-moscato,ACTIVE,3004071,082100739103,2024-11-25 05:46:59,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273911371,,7263011831883,,Arbor Mist Pineapple Strawberry Pink Moscato,1.5L,arbor-mist-pineapple-strawberry-pink-moscato,ACTIVE,3004073,082100739332,2024-11-25 05:46:59,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157273976907,,7263011897419,,Arbor Mist Strawberry White Zinfandel,1.5L,arbor-mist-strawberry-white-zinfandel,ACTIVE,9044372,082100179077,2024-11-25 05:47:01,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274107979,,7263012028491,,Barefoot Bright & Breezy Rose,750ML,barefoot-bright-breezy-rose,ACTIVE,3009335,085000032862,2024-11-25 05:47:05,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274140747,,7263012061259,,Barefoot Cabernet Sauvignon,1.5L,barefoot-cabernet-sauvignon,ACTIVE,2112225,018341151015,2024-11-25 05:47:06,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274337355,gid://shopify/ProductVariant/41157274337355,7263012159563,,Barefoot Pinot Grigio,1.5L,barefoot-pinot-grigio,ACTIVE,9006138,085000014431,2024-11-25 05:47:11,12.99,10.0,,,Empire Merchants North,White Wine,1,variant_audit_2026-07-22,2026-08-07_top50_refresh
41157274533963,,7263012225099,,Barefoot Riesling,1.5L,barefoot-riesling,ACTIVE,9089666,085000018132,2024-11-25 05:47:13,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274632267,,7263012257867,,Barefoot Rose,1.5L,barefoot-rose,ACTIVE,9263829,085000026472,2024-11-25 05:47:13,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274730571,,7263012290635,,Barefoot Sauvignon Blanc,1.5L,barefoot-sauvignon-blanc,ACTIVE,2113124,018341151022,2024-11-25 05:47:14,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274861643,,7263012356171,,Black Box Brilliant Collection Chardonnay,3L,black-box-brilliant-collection-chardonnay,ACTIVE,3010087,085000034521,2024-11-25 05:47:16,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274927179,,7263012421707,,Black Box Chardonnay Australia,3L,black-box-chardonnay-australia,ACTIVE,3010659,081434000040,2024-11-25 05:47:18,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157274959947,,7263012454475,,Black Box Merlot,3L,black-box-merlot,ACTIVE,9015876,081434000026,2024-11-25 05:47:19,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275025483,gid://shopify/ProductVariant/41157275025483,7263012520011,,Black Box Pinot Noir,3L,black-box-pinot-noir,ACTIVE,3004081,081434710017,2024-11-25 05:47:20,19.99,15.33,,,Empire Merchants North,Red Wine,1,variant_audit_2026-07-22,2026-08-07_top50_refresh
41157275058251,,7263012552779,,Black Box Red Blend,3L,black-box-red-blend,ACTIVE,3004082,081434700193,2024-11-25 05:47:21,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275123787,,7263012618315,,Black Box Sauvignon Blanc,3L,black-box-sauvignon-blanc,ACTIVE,9086524,082100738397,2024-11-25 05:47:23,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275156555,,7263012651083,,Camarena Reposado,375ML,camarena-reposado,ACTIVE,9125228,085000017333,2024-11-25 05:47:24,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275222091,,7263012683851,,Camarena Silver,375ML,camarena-silver,ACTIVE,9125224,085000017272,2024-11-25 05:47:25,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275287627,,7263012716619,,Carlo Rossi Burgundy,4L,carlo-rossi-burgundy,ACTIVE,9009998,085000006948,2024-11-25 05:47:25,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275320395,,7263012749387,,Carlo Rossi Moscato Sangria,4L,carlo-rossi-moscato-sangria,ACTIVE,9157283,085000021040,2024-11-25 05:47:26,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275353163,,7263012782155,,Carlo Rossi Paisano,4L,carlo-rossi-paisano,ACTIVE,9010001,085000007297,2024-11-25 05:47:27,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275385931,,7263012814923,,Carlo Rossi Peach Sangria,750ML,carlo-rossi-peach-sangria,ACTIVE,3006865,085000032350,2024-11-25 05:47:28,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275418699,,7263012847691,,Carlo Rossi Pink Moscato Sangria,750ML,carlo-rossi-pink-moscato-sangria,ACTIVE,9261709,085000025031,2024-11-25 05:47:29,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275451467,,7263012880459,,Carlo Rossi Raspberry Sangria,750ML,carlo-rossi-raspberry-sangria,ACTIVE,3004718,085000029749,2024-11-25 05:47:30,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275484235,,7263012913227,,Carlo Rossi Rhine,4L,carlo-rossi-rhine,ACTIVE,9010002,085000007181,2024-11-25 05:47:31,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275910219,,7263012978763,,Carlo Rossi Sangria,4L,carlo-rossi-sangria,ACTIVE,9010003,085000007167,2024-11-25 05:47:32,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157275975755,,7263013011531,,Chum Churum Original Soju,375ML,chum-churum-original-soju,ACTIVE,301491,850052711245,2024-11-25 05:47:33,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276008523,,7263013044299,,Clos du Bois Buttery Chardonnay,750ML,clos-du-bois-buttery-chardonnay-rich-creamy-california,ACTIVE,3010050,085000034149,2024-11-25 05:47:33,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276041291,,7263013077067,,Clos du Bois California Cabernet Sauvignon,750ML,clos-du-bois-california-cabernet-sauvignon,ACTIVE,3007176,087356405123,2024-11-25 05:47:34,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276074059,,7263013109835,,Clos du Bois California Chardonnay,750ML,clos-du-bois-california-chardonnay,ACTIVE,3007177,087356510124,2024-11-25 05:47:35,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276106827,,7263013142603,,Condesa Gin Clasica Gin,750ML,condesa-gin-clasica-gin,ACTIVE,3016035,860004438656,2024-11-25 05:47:36,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276172363,,7263013208139,,Dark Horse Cabernet Sauvignon,750ML,dark-horse-cabernet-sauvignon,ACTIVE,9150309,085000020302,2024-11-25 05:47:38,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276205131,,7263013240907,,Dark Horse Chardonnay Buttery California,750ML,dark-horse-chardonnay-buttery-california,ACTIVE,3004872,085000031223,2024-11-25 05:47:39,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276237899,,7263013273675,,Dark Horse Double Down Red Blend,750ML,dark-horse-double-down-red-blend,ACTIVE,3013773,085000020746,2024-11-25 05:47:39,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276270667,,7263013306443,,Dark Horse Pinot Grigio,750ML,dark-horse-pinot-grigio,ACTIVE,9251936,085000025284,2024-11-25 05:47:40,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276303435,,7263013339211,,Dark Horse Sauvignon Blanc,750ML,dark-horse-sauvignon-blanc,ACTIVE,9187214,085000022924,2024-11-25 05:47:41,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276336203,,7263013371979,,Don Fulano Anejo,750ML,don-fulano-anejo,ACTIVE,,7416388330586,2024-11-25 05:47:42,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276368971,,7263013404747,,Don Fulano Blanco,750ML,don-fulano-blanco,ACTIVE,,7416388130506,2024-11-25 05:47:43,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276401739,,7263013437515,,Don Fulano Reposado,750ML,don-fulano-reposado,ACTIVE,3015296,7416388230596,2024-11-25 05:47:44,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276434507,,7263013470283,,Don Miguel Gascon Malbec,750ML,don-miguel-gascon-malbec,ACTIVE,9019651,085000016145,2024-11-25 05:47:45,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276500043,,7263013535819,,E&J Brandy VSOP,1.75L,e-j-brandy-vsop,ACTIVE,220525,085000003930,2024-11-25 05:47:46,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276631115,,7263013568587,,E&J Brandy XO,1.75L,e-j-brandy-xo,ACTIVE,9120356,085000018828,2024-11-25 05:47:47,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276729419,gid://shopify/ProductVariant/41157276729419,7263013601355,,Ecco Domani Pinot Grigio delle Venezie,750ML,ecco-domani-pinot-grigio-delle-venezie,ACTIVE,9244871,085000008430,2024-11-25 05:47:48,11.99,8.67,,,Empire Merchants North,White Wine,1,variant_audit_2026-07-22,2026-08-07_top50_refresh
41157276762187,,7263013634123,,Estancia Cabernet Sauvignon California,750ML,estancia-cabernet-sauvignon-california,ACTIVE,3016124,083085300265,2024-11-25 05:47:49,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276827723,,7263013699659,,The Simple Grape Pinot Noir,750ML,estancia-pinot-noir-california,ACTIVE,,084692656530,2024-11-25 05:47:51,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276926027,,7263013797963,,Fleur de Mer Rose,750ML,fleur-de-mer-cotes-de-provence-rose,ACTIVE,3012297,085000024706,2024-11-25 05:47:54,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157276958795,,7263013830731,,Gallo Family Vineyards Cabernet Sauvignon,1.5L,gallo-family-vineyards-cabernet-sauvignon,ACTIVE,1221928,085000005019,2024-11-25 05:47:54,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157277024331,,7263013863499,,Gallo Family Vineyards Chardonnay,1.5L,gallo-family-vineyards-chardonnay,ACTIVE,1221720,085000005064,2024-11-25 05:47:56,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157277089867,,7263013896267,,Gallo Family Vineyards Moscato,1.5L,gallo-family-vineyards-moscato,ACTIVE,9007514,085000015209,2024-11-25 05:47:56,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157277155403,,7263013929035,,Gallo Family Vineyards Pink Moscato California,1.5L,gallo-family-vineyards-pink-moscato-california,ACTIVE,9144846,085000019917,2024-11-25 05:47:57,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157277220939,,7263013961803,,Gallo Family Vineyards Pinot Grigio,1.5L,gallo-family-vineyards-pinot-grigio,ACTIVE,9018732,085000015865,2024-11-25 05:47:58,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157277286475,,7263013994571,,Gallo Family Vineyards Sweet Peach,1.5L,gallo-family-vineyards-sweet-peach,ACTIVE,9252255,085000025611,2024-11-25 05:47:59,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157277352011,,7263014027339,,Gallo Family Vineyards Sweet Pineapple,1.5L,gallo-family-vineyards-sweet-pineapple,ACTIVE,9252257,085000025604,2024-11-25 05:48:00,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157277417547,,7263014060107,,Gallo Family Vineyards Sweet Berry,1.5L,gallo-family-vineyards-sweet-strawberry,ACTIVE,9252254,085000025598,2024-11-25 05:48:01,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278171211,,7263014584395,,Horse Soldier Reserve Barrel Strength,750ML,horse-soldier-reserve-barrel-strength-bourbon-whiskey-117-7-proof,ARCHIVED,,040232690587,2024-11-25 05:48:14,,,,,,,0,variant_audit_2026-07-22,2026-07-22
41157278203979,,7263014617163,,Horse Soldier Small Batch Bourbon,750ML,horse-soldier-small-batch-bourbon,ACTIVE,,040232690570,2024-11-25 05:48:15,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278236747,,7263014649931,,Horse Soldier Straight Bourbon,750ML,horse-soldier-straight-bourbon,ACTIVE,,040232189111,2024-11-25 05:48:16,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278335051,,7263014748235,,J Vineyards Multi AVA Pinot Noir,750ML,j-vineyards-multi-ava-pinot-noir,ACTIVE,,724624001006,2024-11-25 05:48:19,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278400587,,7263014813771,,John Barr Reserve Blend Blended Scotch Whisky,750ML,john-barr-reserve-blend-blended-scotch-whisky,ACTIVE,9240890,087647111962,2024-11-25 05:48:21,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278629963,,7263014879307,,La Marca Prosecco Rose,750ML,la-marca-prosecco-rose,ACTIVE,3015712,085000032442,2024-11-25 05:48:23,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278695499,,7263014912075,,Liberty Creek Cabernet Sauvignon American,1.5L,liberty-creek-cabernet-sauvignon-american,ACTIVE,3015894,085000011294,2024-11-25 05:48:24,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278728267,,7263014944843,,Liberty Creek Chardonnay,1.5L,liberty-creek-chardonnay,ACTIVE,3015958,085000011300,2024-11-25 05:48:24,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278761035,,7263014977611,,Liberty Creek Merlot,1.5L,liberty-creek-merlot,ACTIVE,9012098,085000011287,2024-11-25 05:48:25,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278793803,,7263015010379,,Liberty Creek Moscato,1.5L,liberty-creek-moscato,ACTIVE,3015959,085000018033,2024-11-25 05:48:26,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278826571,,7263015043147,,Liberty Creek Pinot Grigio,1.5L,liberty-creek-pinot-grigio,ACTIVE,3015961,085000018392,2024-11-25 05:48:27,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278859339,,7263015075915,,Liberty Creek Pinot Noir American,1.5L,liberty-creek-pinot-noir-american,ACTIVE,3015947,085000018385,2024-11-25 05:48:28,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278892107,,7263015108683,,Louis M. Martini Prati Cabernet,750ML,louis-m-martini-cabernet-sauvignon-prati-sonoma-county,ACTIVE,3015919,085000011638,2024-11-25 05:48:29,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278924875,,7263015141451,,Louis M. Martini Napa Valley Cabernet,750ML,louis-m-martini-napa-valley-cabernet-sauvignon,ACTIVE,3014645,085000011645,2024-11-25 05:48:30,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157278957643,,7263015174219,,Manischewitz Blackberry Kosher,1.5L,manischewitz-blackberry-kosher,ACTIVE,9044807,085976034228,2024-11-25 05:48:31,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279023179,,7263015206987,,Manischewitz Concord Grape Kosher,1.5L,manischewitz-concord-grape-kosher,ACTIVE,9044827,085976034150,2024-11-25 05:48:32,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279088715,,7263015239755,,Mark West Cabernet Sauvignon California,750ML,mark-west-cabernet-sauvignon-california,ACTIVE,3014495,085000037126,2024-11-25 05:48:32,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279121483,,7263015272523,,Mark West Pinot Noir California,750ML,mark-west-pinot-noir-california,ACTIVE,9041055,851718000048,2024-11-25 05:48:33,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279154251,,7263015305291,,Mirassou Vineyards Pinot Noir,750ML,mirassou-vineyards-pinot-noir,ACTIVE,9021226,085000012277,2024-11-25 05:48:34,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279187019,,7263015338059,,New Amsterdam Coconut,1.75L,new-amsterdam-coconut,ACTIVE,9166539,085000021699,2024-11-25 05:48:35,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279285323,,7263015370827,,New Amsterdam Flavored Apple,50ML,new-amsterdam-flavored-apple,ACTIVE,3014389,08565606,2024-11-25 05:48:36,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279318091,,7263015403595,,New Amsterdam Grapefruit,1.75L,new-amsterdam-grapefruit,ACTIVE,3002357,085000023761,2024-11-25 05:48:37,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279383627,,7263015436363,,New Amsterdam Lemon,1.75L,new-amsterdam-lemon,ACTIVE,9263934,085000026540,2024-11-25 05:48:38,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279449163,,7263015469131,,New Amsterdam Mango,50ML,new-amsterdam-mango,ACTIVE,3014390,08563404,2024-11-25 05:48:39,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279744075,,7263015534667,,New Amsterdam Original Vodka 100 Proof,1.75L,new-amsterdam-original-vodka-100-proof,ACTIVE,9227375,085000024560,2024-11-25 05:48:41,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279842379,,7263015567435,,New Amsterdam Passionfruit,1.75L,new-amsterdam-passionfruit,ACTIVE,3010044,085000034200,2024-11-25 05:48:42,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279907915,,7263015600203,,New Amsterdam Peach,1.75L,new-amsterdam-peach,ACTIVE,9169166,085000021651,2024-11-25 05:48:43,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157279973451,,7263015632971,,New Amsterdam Pineapple,50ML,new-amsterdam-pineapple,ACTIVE,3014410,08562104,2024-11-25 05:48:44,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280170059,,7263015698507,,New Amsterdam Raspberry,1.75L,new-amsterdam-raspberry,ACTIVE,9259911,085000026175,2024-11-25 05:48:46,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280235595,,7263015731275,,New Amsterdam Red Berry,750ML,new-amsterdam-red-berry,ACTIVE,9152357,085000020326,2024-11-25 05:48:47,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280301131,,7263015764043,,New Amsterdam Tangerine Flavored Vodka,1.75L,new-amsterdam-tangerine-flavored-vodka,ACTIVE,3014816,085000034835,2024-11-25 05:48:48,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280366667,,7263015796811,,New Amsterdam The Original Gin,1.75L,new-amsterdam-the-original-stratusphere-gin,ACTIVE,9020827,085000014301,2024-11-25 05:48:49,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280563275,,7263015829579,,New Amsterdam Watermelon,50ML,new-amsterdam-watermelon,ACTIVE,3014681,08567400,2024-11-25 05:48:50,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280596043,,7263015862347,,Orin Swift 8 Years In The Desert,750ML,orin-swift-8-years-in-the-desert,ACTIVE,3014124,085000026700,2024-11-25 05:48:51,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280661579,,7263015927883,,Orin Swift Machete,750ML,orin-swift-machete,ACTIVE,3012285,,2024-11-25 05:48:52,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280694347,,7263015960651,,Orin Swift Palermo Cabernet Sauvignon,750ML,orin-swift-palermo-cabernet-sauvignon,ACTIVE,3015284,,2024-11-25 05:48:53,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280727115,,7263015993419,,Peter Vella Chardonnay,5L,peter-vella-chardonnay,ACTIVE,3007698,085000006795,2024-11-25 05:48:54,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280759883,,7263016026187,,Peter Vella Delicious Red,5L,peter-vella-delicious-red,ACTIVE,3008564,085000007686,2024-11-25 05:48:55,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280825419,,7263016058955,,Peter Vella Merlot,5L,peter-vella-merlot,ACTIVE,3006897,085000003015,2024-11-25 05:48:56,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280858187,,7263016091723,,Peter Vella Moscato Sangria,5L,peter-vella-moscato-sangria,ACTIVE,3007703,085000024225,2024-11-25 05:48:57,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280890955,,7263016124491,,Peter Vella Sangria,5L,peter-vella-sangria,ACTIVE,3007700,085000017203,2024-11-25 05:48:58,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280923723,,7263016157259,,Peter Vella Vineyards Crisp White,5L,peter-vella-vineyards-crisp-white,ACTIVE,3007702,085000001240,2024-11-25 05:48:59,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280956491,,7263016190027,,Rombauer California Zinfandel,750ML,rombauer-california-zinfandel,ACTIVE,3016449,097921978105,2024-11-25 05:49:00,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157280989259,,7263016222795,,Rombauer Carneros Chardonnay,750ML,rombauer-carneros-chardonnay,ACTIVE,3016253,097921970109,2024-11-25 05:49:01,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281022027,,7263016255563,,Rombauer Sauvignon Blanc,750ML,rombauer-sauvignon-blanc,ACTIVE,3015770,097921877101,2024-11-25 05:49:02,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281054795,,7263016288331,,Ron del Barrilito 2 Star Rum,750ML,ron-del-barrilito-2-star-rum,ACTIVE,3015798,082869000124,2024-11-25 05:49:03,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281087563,,7263016321099,,Ron del Barrilito 3 Star Rum,750ML,ron-del-barrilito-3-star-rum,ACTIVE,532436,082869000223,2024-11-25 05:49:04,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281284171,,7263016386635,,RumChata Coconut Cream Liqueur,750ML,rumchata-coconut-cream-liqueur,ACTIVE,3012304,085000035764,2024-11-25 05:49:07,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281316939,,7263016419403,,RumChata Gift Pack,750ML,rumchata-gift-pack,ACTIVE,3009310,890355001056,2024-11-25 05:49:08,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281382475,,7263016484939,,RumChata Peppermint Bark,750ML,rumchata-peppermint-bark,ACTIVE,3008328,890355001551,2024-11-25 05:49:09,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281480779,,7263016517707,,Saint Clair Sauvignon Blanc,750ML,saint-clair-family-estate-sauvignon-blanc-marlborough,ACTIVE,3014510,085000027127,2024-11-25 05:49:11,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281513547,,7263016550475,,Smith & Hook Reserve Cabernet Sauvignon,750ML,smith-hook-cabernet-sauvignon-reserve-paso-robles,ACTIVE,3013959,086788016075,2024-11-25 05:49:12,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281546315,,7263016583243,,Soon Hari Peach Soju,375ML,soon-hari-peach,ACTIVE,3014917,850052711276,2024-11-25 05:49:12,,,,,,,1,variant_audit_2026-07-22,2026-07-22
41157281579083,,7263016616011,,Soon Hari Strawberry Soju,375ML,soon-hari-strawberry,ACTIVE,3014918,850052711290,2024-11-25 05:49:13,,,,,,,1,variant_audit_2026-07-22,2026-07-22
